	Kingdom	Phylum	Class	Order	Family	Genus	Species
>ASV_7020	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4 lineage	NA
>ASV_7021	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Amoebophilaceae	Candidatus Amoebophilus	NA
>ASV_7022	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Persicirhabdus	NA
>ASV_7023	Bacteria	Dadabacteria	Dadabacteriia	Dadabacteriales	NA	NA	NA
>ASV_7024	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flagellimonas	NA
>ASV_7025	Bacteria	Proteobacteria	Alphaproteobacteria	Kordiimonadales	Kordiimonadaceae	Kordiimonas	NA
>ASV_7026	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
>ASV_7027	Bacteria	NA	NA	NA	NA	NA	NA
>ASV_7028	Bacteria	Proteobacteria	Alphaproteobacteria	Kiloniellales	Kiloniellaceae	NA	NA
>ASV_7029	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Blastopirellula	NA
>ASV_7030	Archaea	Crenarchaeota	Nitrososphaeria	Nitrosopumilales	Nitrosopumilaceae	NA	NA
>ASV_7031	Bacteria	Chloroflexi	Dehalococcoidia	SAR202 clade	NA	NA	NA
>ASV_7032	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
>ASV_7033	Bacteria	Cyanobacteria	Vampirivibrionia	Vampirovibrionales	NA	NA	NA
>ASV_7034	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
>ASV_7035	Bacteria	NA	NA	NA	NA	NA	NA
>ASV_7036	Bacteria	NA	NA	NA	NA	NA	NA
>ASV_7037	Bacteria	Proteobacteria	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	NA
>ASV_7038	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
>ASV_7039	Bacteria	Chloroflexi	TK10	NA	NA	NA	NA
>ASV_7040	Bacteria	Proteobacteria	Alphaproteobacteria	Kiloniellales	Kiloniellaceae	NA	NA
>ASV_7041	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11 clade	Clade III	NA	NA
>ASV_7042	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Spongiibacteraceae	BD1-7 clade	NA
>ASV_7043	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	NA	NA
>ASV_7044	Bacteria	Fibrobacterota	Fibrobacteria	Fibrobacterales	Fibrobacteraceae	NA	NA
>ASV_7045	Bacteria	Planctomycetota	NA	NA	NA	NA	NA
>ASV_7046	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	NA	NA	NA
>ASV_7047	Bacteria	Gemmatimonadota	BD2-11 terrestrial group	NA	NA	NA	NA
>ASV_7048	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	NA	NA
>ASV_7049	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	NA
>ASV_7050	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	NA	NA	NA
>ASV_7051	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA	NA
>ASV_7052	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Phycisphaera	NA
>ASV_7053	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	NA	NA
>ASV_7054	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA	NA
>ASV_7055	Bacteria	Planctomycetota	vadinHA49	NA	NA	NA	NA
>ASV_7056	Bacteria	Planctomycetota	OM190	NA	NA	NA	NA
>ASV_7057	Bacteria	Proteobacteria	Gammaproteobacteria	BD7-8	NA	NA	NA
>ASV_7058	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	NA	NA	NA
>ASV_7059	Bacteria	Verrucomicrobiota	Lentisphaeria	SS1-B-02-17	NA	NA	NA
>ASV_7060	Bacteria	NA	NA	NA	NA	NA	NA
>ASV_7061	Bacteria	Myxococcota	Polyangia	Polyangiales	Sandaracinaceae	Sandaracinus	NA
>ASV_7062	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Desertifilaceae	Hormoscilla SI04-45	NA
>ASV_7063	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
>ASV_7064	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
>ASV_7065	Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	iners
>ASV_7066	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Muricauda	NA
>ASV_7067	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Amoebophilaceae	NA	NA
>ASV_7068	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
>ASV_7069	Bacteria	Margulisbacteria	NA	NA	NA	NA	NA
>ASV_7070	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA
>ASV_7071	Bacteria	NA	NA	NA	NA	NA	NA
>ASV_7072	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Flammeovirgaceae	NA	NA
>ASV_7073	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Limibaculum	NA
>ASV_7074	Archaea	Thermoplasmatota	Thermoplasmata	Marine Group II	NA	NA	NA
>ASV_7075	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	NA	NA
>ASV_7076	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	NA	NA	NA
>ASV_7077	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Phormidiaceae	Trichodesmium IMS101	NA
>ASV_7078	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Microtrichaceae	NA	NA
>ASV_7079	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Blastopirellula	NA
>ASV_7080	Bacteria	Planctomycetota	OM190	NA	NA	NA	NA
>ASV_7081	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae	Verruc-01	NA
>ASV_7082	Bacteria	Planctomycetota	OM190	NA	NA	NA	NA
>ASV_7083	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	NA	NA	NA
>ASV_7084	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria Incertae Sedis	Unknown Family	NA	NA
>ASV_7085	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Amoebophilaceae	NA	NA
>ASV_7086	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4 lineage	NA
>ASV_7087	Bacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	SAR116 clade	NA	NA
>ASV_7088	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	NA	NA
>ASV_7089	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
>ASV_7090	Bacteria	Desulfobacterota	NA	NA	NA	NA	NA
>ASV_7091	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Ekhidna	NA
>ASV_7092	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	NA
>ASV_7093	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	NA	NA	NA
>ASV_7094	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Urania-1B-19 marine sediment group	NA
>ASV_7095	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Methylacidiphilales	Methylacidiphilaceae	NA	NA
>ASV_7096	Bacteria	Proteobacteria	NA	NA	NA	NA	NA
>ASV_7097	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	NA	NA
>ASV_7098	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Spongiibacteraceae	NA	NA
>ASV_7099	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Hydrogenophilaceae	Tepidiphilus	succinatimandens
>ASV_7100	Bacteria	Desulfobacterota	Desulfuromonadia	Bradymonadales	NA	NA	NA
>ASV_7101	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	NA
>ASV_7102	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
>ASV_7103	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	Peredibacter	NA
>ASV_7104	Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Synechococcales Incertae Sedis	Schizothrix LEGE 07164	NA
>ASV_7105	Bacteria	Desulfobacterota	Desulfuromonadia	PB19	NA	NA	NA
>ASV_7106	Bacteria	NA	NA	NA	NA	NA	NA
>ASV_7107	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA	NA
>ASV_7108	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Schleiferiaceae	Schleiferia	NA
>ASV_7109	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
>ASV_7110	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	NA	NA
>ASV_7111	Bacteria	Myxococcota	Polyangia	Nannocystales	Nannocystaceae	NA	NA
>ASV_7112	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Fusibacteraceae	Fusibacter	NA
>ASV_7113	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4 lineage	NA
>ASV_7114	Bacteria	Margulisbacteria	NA	NA	NA	NA	NA
>ASV_7115	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	NA	NA
>ASV_7116	Bacteria	Proteobacteria	Alphaproteobacteria	Tistrellales	Geminicoccaceae	Arboricoccus	NA
>ASV_7117	Bacteria	Proteobacteria	Gammaproteobacteria	BD7-8	NA	NA	NA
>ASV_7118	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	NA	NA	NA
>ASV_7119	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Brevibacteriaceae	Brevibacterium	NA
>ASV_7120	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria Incertae Sedis	Unknown Family	NA	NA
>ASV_7121	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	Ilumatobacter	NA
>ASV_7122	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
>ASV_7123	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	Oligoflexaceae	NA	NA
>ASV_7124	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	NA
>ASV_7125	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
>ASV_7126	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Spongiibacteraceae	NA	NA
>ASV_7127	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	NA	NA
>ASV_7128	Bacteria	Cyanobacteria	Cyanobacteriia	Limnotrichales	Limnotrichaceae	Limnothrix	NA
>ASV_7129	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
>ASV_7130	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	NA	NA	NA
>ASV_7131	Bacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	SAR116 clade	NA	NA
>ASV_7132	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Midichloriaceae	Candidatus Midichloria	NA
>ASV_7133	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Ekhidna	NA
>ASV_7134	Bacteria	Chloroflexi	TK17	NA	NA	NA	NA
>ASV_7135	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	NA	NA
>ASV_7136	Bacteria	Acidobacteriota	Vicinamibacteria	Subgroup 9	NA	NA	NA
>ASV_7137	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Microtrichaceae	Sva0996 marine group	NA
>ASV_7138	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
>ASV_7139	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Blastopirellula	NA
>ASV_7140	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Blastopirellula	NA
>ASV_7141	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
>ASV_7142	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
>ASV_7143	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	Peredibacter	NA
>ASV_7144	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	DEV007	NA	NA
>ASV_7145	Bacteria	Chloroflexi	Anaerolineae	Thermoflexales	Thermoflexaceae	Thermoflexus	NA
>ASV_7146	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	MBAE14	NA	NA
>ASV_7147	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Blastopirellula	NA
>ASV_7148	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Gimesiaceae	NA	NA
>ASV_7149	Bacteria	Firmicutes	Thermoanaerobacteria	Caldicellulosiruptorales	Caldicellulosiraptoraceae	Caldicellulosiruptor	NA
>ASV_7150	Bacteria	Proteobacteria	Gammaproteobacteria	UBA10353 marine group	NA	NA	NA
>ASV_7151	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA	NA
>ASV_7152	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	NA	NA	NA
>ASV_7153	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Gimesiaceae	NA	NA
>ASV_7154	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	FS140-16B-02 marine group	NA
>ASV_7155	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	DEV007	NA	NA
>ASV_7156	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Oscillatoriaceae	Planktothricoides SR001	NA
>ASV_7157	Bacteria	Proteobacteria	Gammaproteobacteria	HOC36	NA	NA	NA
>ASV_7158	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Xenococcaceae	Chroococcidiopsis PCC-6712	NA
>ASV_7159	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	Fuerstia	NA
>ASV_7160	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	NA	NA
>ASV_7161	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rhodopirellula	NA
>ASV_7162	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	NA	NA
>ASV_7163	Bacteria	NA	NA	NA	NA	NA	NA
>ASV_7164	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	NA	NA
>ASV_7165	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
>ASV_7166	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	NA	NA
>ASV_7167	Bacteria	Planctomycetota	Pla4 lineage	NA	NA	NA	NA
>ASV_7168	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	Ilumatobacter	NA
>ASV_7169	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	NA	NA	NA
>ASV_7170	Bacteria	Planctomycetota	BD7-11	NA	NA	NA	NA
>ASV_7171	Bacteria	Proteobacteria	Alphaproteobacteria	Micavibrionales	Micavibrionaceae	NA	NA
>ASV_7172	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	Oligoflexaceae	NA	NA
>ASV_7173	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Marinoscillum	NA
>ASV_7174	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Blastopirellula	NA
>ASV_7175	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Costertonia	NA
>ASV_7176	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	NA	NA
>ASV_7177	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
>ASV_7178	Bacteria	Cyanobacteria	Cyanobacteriia	Cyanobacteriales	Xenococcaceae	NA	NA
>ASV_7179	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Nitrincolaceae	Motiliproteus	NA
>ASV_7180	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	NA	NA
>ASV_7181	Bacteria	SAR324 clade(Marine group B)	NA	NA	NA	NA	NA
>ASV_7182	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
>ASV_7183	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Sedimenticolaceae	Sedimenticola	NA
>ASV_7184	Bacteria	Planctomycetota	Phycisphaerae	MSBL9	SG8-4	NA	NA
>ASV_7185	Bacteria	Proteobacteria	Alphaproteobacteria	Holosporales	Holosporaceae	NA	NA
>ASV_7186	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
>ASV_7187	Bacteria	Verrucomicrobiota	Lentisphaeria	SS1-B-02-17	NA	NA	NA
>ASV_7188	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	SM1A02	NA
>ASV_7189	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	NA	NA
>ASV_7190	Bacteria	Myxococcota	Polyangia	Blfdi19	NA	NA	NA
>ASV_7191	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Sedimenticolaceae	NA	NA
>ASV_7192	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
>ASV_7193	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Ochrovirga	NA
>ASV_7194	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
>ASV_7195	Bacteria	Proteobacteria	Alphaproteobacteria	Thalassobaculales	NA	NA	NA
>ASV_7196	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	NA	NA
>ASV_7197	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Terasakiellaceae	Terasakiella	NA
>ASV_7198	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Erythrobacter	NA
>ASV_7199	Bacteria	Proteobacteria	Alphaproteobacteria	Defluviicoccales	NA	NA	NA
>ASV_7200	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup 10	NA
>ASV_7201	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA	NA
>ASV_7202	Bacteria	Actinobacteriota	Acidimicrobiia	Actinomarinales	NA	NA	NA
>ASV_7203	Bacteria	Gemmatimonadota	BD2-11 terrestrial group	NA	NA	NA	NA
>ASV_7204	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Rubritalea	NA
>ASV_7205	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	NA	NA
>ASV_7206	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	NA	NA
>ASV_7207	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Gven-F17	NA	NA
>ASV_7208	Bacteria	Margulisbacteria	NA	NA	NA	NA	NA
>ASV_7209	Bacteria	Proteobacteria	Gammaproteobacteria	HOC36	NA	NA	NA
>ASV_7210	Bacteria	Myxococcota	Polyangia	Polyangiales	Sandaracinaceae	Sandaracinus	NA
>ASV_7211	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rhodopirellula	NA
>ASV_7212	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Microtrichaceae	IMCC26207	NA
>ASV_7213	Bacteria	Bdellovibrionota	Oligoflexia	Oligoflexales	Oligoflexaceae	NA	NA
>ASV_7214	Archaea	Nanoarchaeota	Nanoarchaeia	Woesearchaeales	SCGC AAA286-E23	NA	NA
>ASV_7215	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	NA	NA
>ASV_7216	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Roseibacillus	NA
>ASV_7217	Bacteria	MBNT15	NA	NA	NA	NA	NA
>ASV_7218	Bacteria	Zixibacteria	NA	NA	NA	NA	NA
>ASV_7219	Bacteria	Patescibacteria	Gracilibacteria	Candidatus Peribacteria	NA	NA	NA
>ASV_7220	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae	Cerasicoccus	NA
>ASV_7221	Bacteria	Chloroflexi	Dehalococcoidia	SAR202 clade	NA	NA	NA
>ASV_7222	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	NA	NA
>ASV_7223	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Microtrichaceae	Sva0996 marine group	NA
>ASV_7224	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Alteromonadaceae	NA	NA
>ASV_7225	Bacteria	NB1-j	NA	NA	NA	NA	NA
>ASV_7226	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
>ASV_7227	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	NA	NA
>ASV_7228	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS9 marine group	NA	NA
>ASV_7229	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	NA	NA
>ASV_7230	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	NA	NA
>ASV_7231	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pirellula	NA
>ASV_7232	Bacteria	Chloroflexi	Anaerolineae	SBR1031	A4b	NA	NA
>ASV_7233	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Marinoscillum	NA
>ASV_7234	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	NA	NA
>ASV_7235	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA	NA
>ASV_7236	Bacteria	Bacteroidota	Rhodothermia	Rhodothermales	Rhodothermaceae	NA	NA
>ASV_7237	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Haloferula	NA
>ASV_7238	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Spongiibacteraceae	BD1-7 clade	NA
>ASV_7239	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	NA	NA	NA
>ASV_7240	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Gimesiaceae	Gimesia	NA
>ASV_7241	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	NA	NA
>ASV_7242	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	NA	NA	NA
>ASV_7243	Bacteria	Verrucomicrobiota	Kiritimatiellae	Kiritimatiellales	Kiritimatiellaceae	R76-B128	NA
>ASV_7244	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Gimesiaceae	NA	NA
>ASV_7245	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	NA	NA
>ASV_7246	Bacteria	Acidobacteriota	Thermoanaerobaculia	Thermoanaerobaculales	Thermoanaerobaculaceae	Subgroup 10	NA
>ASV_7247	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Halieaceae	NA	NA
>ASV_7248	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Spongiibacteraceae	NA	NA
>ASV_7249	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	DEV007	NA	NA
>ASV_7250	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Tenacibaculum	NA
>ASV_7251	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
>ASV_7252	Bacteria	Planctomycetota	OM190	NA	NA	NA	NA
>ASV_7253	Bacteria	NA	NA	NA	NA	NA	NA
>ASV_7254	Bacteria	Planctomycetota	OM190	NA	NA	NA	NA
>ASV_7255	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
>ASV_7256	Bacteria	Proteobacteria	Alphaproteobacteria	Kordiimonadales	NA	NA	NA
>ASV_7257	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	NA	NA
>ASV_7258	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Cellvibrionaceae	Agarilytica	NA
>ASV_7259	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Schleiferiaceae	Schleiferia	NA
>ASV_7260	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Micrococcaceae	Nesterenkonia	NA
>ASV_7261	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	Poseidonibacter	NA
>ASV_7262	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Ornithobacterium	NA
>ASV_7263	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	Mitochondria	NA	NA
>ASV_7264	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium	NA
>ASV_7265	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Moritellaceae	NA	NA
>ASV_7266	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
>ASV_7267	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	NA	NA
>ASV_7268	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
>ASV_7269	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Granulicatella	NA
>ASV_7270	Bacteria	Verrucomicrobiota	Kiritimatiellae	WCHB1-41	NA	NA	NA
>ASV_7271	Bacteria	Myxococcota	Polyangia	Nannocystales	Nannocystaceae	NA	NA
>ASV_7272	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Urania-1B-19 marine sediment group	NA
>ASV_7273	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA	NA
>ASV_7274	Bacteria	Gemmatimonadota	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	NA	NA
>ASV_7275	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	NA	NA	NA
>ASV_7276	Bacteria	Planctomycetota	Planctomycetes	Planctomycetales	Rubinisphaeraceae	NA	NA
>ASV_7277	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	NA	NA	NA
